id,scene,category,name,x,y,z,quest_names,quest_roles,container_id,active_self,active_in_hierarchy,juice_flavour,juice_number,object_name,hierarchy,component_type,component_path_id,source_file,notes
level6:202477,Autumn,Mushroom,CollectableMushroom_35 (1),-822.119812,17.026158,25.513638,,,,True,False,,,CollectableMushroom_35 (1),Environment/Repairable Buildings(Scene Specific)/RepairableTractor (1)/RepairedConstructParent/CollectableMushroom_35 (1),CollectableMushroom,202477,level6,
level6:202489,Autumn,Suitcase,suitcase-big (3),-74.502998,4.994,114.758003,,,,True,True,,,suitcase-big (3),Environment/MISC/Suitcase/Full/suitcase-big (3),SuitcaseOpenScript,202489,level6,
level6:202490,Autumn,Suitcase,suitcase-big (2),-620.747986,178.270004,238.143997,,,,True,True,,,suitcase-big (2),Environment/MISC/Suitcase/Full/suitcase-big (2),SuitcaseOpenScript,202490,level6,
level6:202491,Autumn,Suitcase,suitcase-big (13),-422.419006,60.007,447.013,,,,True,True,,,suitcase-big (13),Environment/MISC/Suitcase/Full/suitcase-big (13),SuitcaseOpenScript,202491,level6,
level6:202492,Autumn,Suitcase,suitcase-big (6),-233.832993,3.914,-299.138,,,,True,True,,,suitcase-big (6),Environment/MISC/Suitcase/Full/suitcase-big (6),SuitcaseOpenScript,202492,level6,
level6:202493,Autumn,Suitcase,suitcase-big (1),-839.179993,125.489998,155.449997,,,,True,True,,,suitcase-big (1),Environment/MISC/Suitcase/Full/suitcase-big (1),SuitcaseOpenScript,202493,level6,
level6:202494,Autumn,Suitcase,suitcase-big (12),-859.442993,0.113,248.350006,,,,True,True,,,suitcase-big (12),Environment/MISC/Suitcase/Full/suitcase-big (12),SuitcaseOpenScript,202494,level6,
level6:202495,Autumn,Suitcase,suitcase-big (1),-869.726013,200.026001,146.388,,,,True,True,,,suitcase-big (1),Environment/MISC/Suitcase/Full/suitcase-big (1),SuitcaseOpenScript,202495,level6,
level6:202496,Autumn,Suitcase,suitcase-big (1),-675.869324,290.144104,490.532684,,,,True,True,,,suitcase-big (1),Environment/MISC/Suitcase/Full/suitcase-big (1),SuitcaseOpenScript,202496,level6,
level6:202497,Autumn,Suitcase,suitcase-big (11),-739.742981,16.393,124.945999,,,,True,True,,,suitcase-big (11),Environment/MISC/Suitcase/Full/suitcase-big (11),SuitcaseOpenScript,202497,level6,
level6:202498,Autumn,Suitcase,suitcase-big (8),-831.482666,0.13,-325.335236,,,,True,True,,,suitcase-big (8),Environment/MISC/Suitcase/Full/suitcase-big (8),SuitcaseOpenScript,202498,level6,
level6:202499,Autumn,Suitcase,suitcase-big (7),-506.476013,41.571999,-34.056,,,,True,True,,,suitcase-big (7),Environment/MISC/Suitcase/Full/suitcase-big (7),SuitcaseOpenScript,202499,level6,
level6:202500,Autumn,Suitcase,suitcase-big (2),-630.482239,179.359879,234.930176,,,level6:202507,True,False,,,suitcase-big (2),Environment/MISC/Suitcase/Full/suitcase-big/Container OBJ/suitcase-big (1)/Container OBJ/suitcase-big (2),SuitcaseOpenScript,202500,level6,
level6:202501,Autumn,Suitcase,suitcase-big (10),-829.356018,60.005001,-108.875999,,,,True,True,,,suitcase-big (10),Environment/MISC/Suitcase/Full/suitcase-big (10),SuitcaseOpenScript,202501,level6,
level6:202502,Autumn,Suitcase,suitcase-big,-630.554504,179.359879,234.862534,,,,False,False,,,suitcase-big,Environment/MISC/Suitcase/Full/suitcase-big,SuitcaseOpenScript,202502,level6,
level6:202503,Autumn,Suitcase,suitcase-big (5),-83.699997,1.99,452.85434,,,,False,False,,,suitcase-big (5),Environment/MISC/Suitcase/Full/suitcase-big (5),SuitcaseOpenScript,202503,level6,
level6:202504,Autumn,Suitcase,suitcase-big (2),-880.84198,190.084,178.707993,,,,True,True,,,suitcase-big (2),Environment/MISC/Suitcase/Full/suitcase-big (2),SuitcaseOpenScript,202504,level6,
level6:202505,Autumn,Suitcase,suitcase-big (9),-826.330994,1.391,-225.709,,,,True,True,,,suitcase-big (9),Environment/MISC/Suitcase/Full/suitcase-big (9),SuitcaseOpenScript,202505,level6,
level6:202506,Autumn,Suitcase,suitcase-big (4),-128.007996,2.79,275.967987,,,,True,True,,,suitcase-big (4),Environment/MISC/Suitcase/Full/suitcase-big (4),SuitcaseOpenScript,202506,level6,
level6:202507,Autumn,Suitcase,suitcase-big (1),-630.482214,179.359879,234.930173,,,level6:202502,True,False,,,suitcase-big (1),Environment/MISC/Suitcase/Full/suitcase-big/Container OBJ/suitcase-big (1),SuitcaseOpenScript,202507,level6,
level6:202508,Autumn,Suitcase,suitcase-big (14),-317.082001,0.186,484.829987,,,,True,True,,,suitcase-big (14),Environment/MISC/Suitcase/Full/suitcase-big (14),SuitcaseOpenScript,202508,level6,
level6:202509,Autumn,Suitcase,suitcase-big (15),-879.909973,186.313004,168.580002,,,,False,False,,,suitcase-big (15),Environment/MISC/Suitcase/Full/suitcase-big (15),SuitcaseOpenScript,202509,level6,
level6:202542,Autumn,Quest pickup,QI-Bone (3),-665.317444,2.67,233.227051,Find Leanard's Bones!,pickup,,False,False,,,QI-Bone (3),Environment/Nature/Misc/Quest Items/Bones/QI-Bone (3),CollectableQuestItem,202542,level6,
level6:202543,Autumn,Quest pickup,QI-Bone,-693.700012,3.117496,-240.847992,Find Leanard's Bones!,pickup,,False,False,,,QI-Bone,Environment/Nature/Misc/Quest Items/Bones/QI-Bone,CollectableQuestItem,202543,level6,
level6:202544,Autumn,Quest pickup,QI-Bone (2),-686.934998,3.974,248.616226,Find Leanard's Bones!,pickup,,False,False,,,QI-Bone (2),Environment/Nature/Misc/Quest Items/Bones/QI-Bone (2),CollectableQuestItem,202544,level6,
level6:202545,Autumn,Quest pickup,QI-Bone (9),-167.101562,43.25,-237.927887,Find Leanard's Bones!,pickup,,False,False,,,QI-Bone (9),Environment/Nature/Misc/Quest Items/Bones/QI-Bone (9),CollectableQuestItem,202545,level6,
level6:202546,Autumn,Quest pickup,QI-Bone (8),-196.494019,1.25,527.472656,Find Leanard's Bones!,pickup,,False,False,,,QI-Bone (8),Environment/Nature/Misc/Quest Items/Bones/QI-Bone (8),CollectableQuestItem,202546,level6,
level6:202547,Autumn,Quest pickup,QI-Bone (4),-689.061646,7.226,226.013306,Find Leanard's Bones!,pickup,,False,False,,,QI-Bone (4),Environment/Nature/Misc/Quest Items/Bones/QI-Bone (4),CollectableQuestItem,202547,level6,
level6:202548,Autumn,Quest pickup,QI-Bone (5),-23.731812,3.558734,243.413727,Find Leanard's Bones!,pickup,,False,False,,,QI-Bone (5),Environment/Nature/Misc/Quest Items/Bones/QI-Bone (5),CollectableQuestItem,202548,level6,
level6:202549,Autumn,Quest pickup,QI-Bone (7),-821.513855,51.070999,-159.429596,Find Leanard's Bones!,pickup,,False,False,,,QI-Bone (7),Environment/Nature/Misc/Quest Items/Bones/QI-Bone (7),CollectableQuestItem,202549,level6,
level6:202550,Autumn,Quest pickup,QI-Bone (1),-694.070007,2.524269,-208.680618,Find Leanard's Bones!,pickup,,False,False,,,QI-Bone (1),Environment/Nature/Misc/Quest Items/Bones/QI-Bone (1),CollectableQuestItem,202550,level6,
level6:202551,Autumn,Quest pickup,QI-Bone (6),-42.355621,2.804978,244.290405,Find Leanard's Bones!,pickup,,False,False,,,QI-Bone (6),Environment/Nature/Misc/Quest Items/Bones/QI-Bone (6),CollectableQuestItem,202551,level6,
level6:202651,Autumn,Juice,Cherry Juice #2,-545.497009,1.266,295.412262,,,,True,True,Cherry,2,Cherry Juice Variant (1),Environment/Collectables/Juice Boxes/Cherry 5/Cherry Juice Variant (1),JuiceCollectable,202651,level6,
level6:202652,Autumn,Juice,Cherry Juice #4,-872.663025,73.036003,247.940994,,,,True,True,Cherry,4,Cherry Juice Variant (3),Environment/Collectables/Juice Boxes/Cherry 5/Cherry Juice Variant (3),JuiceCollectable,202652,level6,
level6:202653,Autumn,Juice,Cherry Juice #1,-575.320007,2.06,34.493,,,,True,True,Cherry,1,Cherry Juice Variant,Environment/Collectables/Juice Boxes/Cherry 5/Cherry Juice Variant,JuiceCollectable,202653,level6,
level6:202654,Autumn,Juice,Cherry Juice #3,-367.529999,131.179993,-147.332825,,,,True,True,Cherry,3,Cherry Juice Variant (2),Environment/Collectables/Juice Boxes/Cherry 5/Cherry Juice Variant (2),JuiceCollectable,202654,level6,
level6:202655,Autumn,Juice,Cherry Juice #5,-634.354248,98.227646,473.783752,,,,True,True,Cherry,5,Cherry Juice Variant (4),Environment/Collectables/Juice Boxes/Cherry 5/Cherry Juice Variant (4),JuiceCollectable,202655,level6,
level6:202660,Autumn,NPC,Toothless,-148.410995,60.058998,-259.509003,,,,True,True,,,EggHuntFrog,UI/Mini Games/EggHunt/EggHuntFrog,NpcBase,202660,level6,
level6:202794,Autumn,Mushroom,CollectableMushroom,-287.922516,29.622799,198.447769,,,,False,False,,,CollectableMushroom,Environment/MISC/Bird Boxes/birdhouse-b (1)/CollectableMushroom,CollectableMushroom,202794,level6,
level6:202795,Autumn,Mushroom,CollectableMushroom,-406.970373,14.063592,-46.790914,,,,False,False,,,CollectableMushroom,Environment/MISC/Bird Boxes/birdhouse-b (2)/CollectableMushroom,CollectableMushroom,202795,level6,
level6:202796,Autumn,Mushroom,CollectableMushroom,-250.260989,9.473,63.981963,,,,False,False,,,CollectableMushroom,Environment/MISC/Bird Boxes/birdhouse-b/CollectableMushroom,CollectableMushroom,202796,level6,
level6:202817,Autumn,Quest pickup,QI - BlueMushroom (1),-510.718201,4.124,-268.947998,Gather Mushrooms!,pickup,,False,False,,,QI - BlueMushroom (1),Environment/Nature/Misc/Quest Items/BlueMushrooms/QI - BlueMushroom (1),CollectableQuestItem,202817,level6,
level6:202818,Autumn,Quest pickup,QI - BlueMushroom,-537.044006,5.876275,-252.899567,Gather Mushrooms!,pickup,,False,False,,,QI - BlueMushroom,Environment/Nature/Misc/Quest Items/BlueMushrooms/QI - BlueMushroom,CollectableQuestItem,202818,level6,
level6:202819,Autumn,Quest pickup,QI - BlueMushroom (4),-552.538025,3.926,-221.671997,Gather Mushrooms!,pickup,,False,False,,,QI - BlueMushroom (4),Environment/Nature/Misc/Quest Items/BlueMushrooms/QI - BlueMushroom (4),CollectableQuestItem,202819,level6,
level6:202820,Autumn,Quest pickup,QI - BlueMushroom (2),-532.434021,18.459,-194.546997,Gather Mushrooms!,pickup,,False,False,,,QI - BlueMushroom (2),Environment/Nature/Misc/Quest Items/BlueMushrooms/QI - BlueMushroom (2),CollectableQuestItem,202820,level6,
level6:202821,Autumn,Quest pickup,QI - BlueMushroom (3),-471.829987,4.331,-190.875,Gather Mushrooms!,pickup,,False,False,,,QI - BlueMushroom (3),Environment/Nature/Misc/Quest Items/BlueMushrooms/QI - BlueMushroom (3),CollectableQuestItem,202821,level6,
level6:202857,Autumn,Mushroom,CollectableMushroom_30 (1),-315.400149,3.533746,89.449818,,,,False,False,,,CollectableMushroom_30 (1),Environment/Manmade/Reactive Jars/Jar Holder (28)/Reward/CollectableMushroom_30 (1),CollectableMushroom,202857,level6,
level6:202858,Autumn,Mushroom,CollectableMushroom_30 (1),-421.66145,6.498817,-238.04707,,,,False,False,,,CollectableMushroom_30 (1),Environment/Manmade/Reactive Jars/Jar Holder (9)/Reward/CollectableMushroom_30 (1),CollectableMushroom,202858,level6,
level6:202859,Autumn,Mushroom,CollectableMushroom_30 (1),-479.746622,3.698828,-381.136554,,,,False,False,,,CollectableMushroom_30 (1),Environment/Manmade/Reactive Jars/Jar Holder (10)/Reward/CollectableMushroom_30 (1),CollectableMushroom,202859,level6,
level6:202860,Autumn,Mushroom,CollectableMushroom_30 (1),-572.443797,250.928608,177.33128,,,,False,False,,,CollectableMushroom_30 (1),Environment/Manmade/Reactive Jars/Jar Holder (48)/Reward/CollectableMushroom_30 (1),CollectableMushroom,202860,level6,
level6:202861,Autumn,Mushroom,CollectableMushroom_30 (1),-145.673698,30.995072,131.638523,,,,False,False,,,CollectableMushroom_30 (1),Environment/Manmade/Reactive Jars/Jar Holder (2)/Reward/CollectableMushroom_30 (1),CollectableMushroom,202861,level6,
level6:202862,Autumn,Mushroom,CollectableMushroom_30 (1),-68.075596,6.287746,124.262962,,,,False,False,,,CollectableMushroom_30 (1),Environment/Manmade/Reactive Jars/Jar Holder (27)/Reward/CollectableMushroom_30 (1),CollectableMushroom,202862,level6,
level6:202863,Autumn,Mushroom,CollectableMushroom_30 (1),-858.567415,125.932833,147.962596,,,,False,False,,,CollectableMushroom_30 (1),Environment/Manmade/Reactive Jars/Jar Holder (44)/Reward/CollectableMushroom_30 (1),CollectableMushroom,202863,level6,
level6:202864,Autumn,Mushroom,CollectableMushroom_30 (1),-414.633768,61.455695,447.509217,,,,False,False,,,CollectableMushroom_30 (1),Environment/Manmade/Reactive Jars/Jar Holder (56)/Reward/CollectableMushroom_30 (1),CollectableMushroom,202864,level6,
level6:202865,Autumn,Mushroom,CollectableMushroom_30 (1),-665.286259,291.259914,486.501853,,,,False,False,,,CollectableMushroom_30 (1),Environment/Manmade/Reactive Jars/Jar Holder (54)/Reward/CollectableMushroom_30 (1),CollectableMushroom,202865,level6,
level6:202866,Autumn,Mushroom,CollectableMushroom_30 (1),-689.310149,62.886088,124.995408,,,,False,False,,,CollectableMushroom_30 (1),Environment/Manmade/Reactive Jars/Jar Holder (20)/Reward/CollectableMushroom_30 (1),CollectableMushroom,202866,level6,
level6:202867,Autumn,Mushroom,CollectableMushroom_30 (1),-860.020232,71.544613,-156.655334,,,,False,False,,,CollectableMushroom_30 (1),Environment/Manmade/Reactive Jars/Jar Holder (17)/Reward/CollectableMushroom_30 (1),CollectableMushroom,202867,level6,
level6:202868,Autumn,Mushroom,CollectableMushroom_30 (1),-862.517413,86.049252,458.336652,,,,False,False,,,CollectableMushroom_30 (1),Environment/Manmade/Reactive Jars/Jar Holder (60)/Reward/CollectableMushroom_30 (1),CollectableMushroom,202868,level6,
level6:202869,Autumn,Mushroom,CollectableMushroom_30 (1),-789.021534,62.797502,467.687512,,,,False,False,,,CollectableMushroom_30 (1),Environment/Manmade/Reactive Jars/Jar Holder (59)/Reward/CollectableMushroom_30 (1),CollectableMushroom,202869,level6,
level6:202870,Autumn,Mushroom,CollectableMushroom_30 (1),-642.012212,168.224738,444.765383,,,,False,False,,,CollectableMushroom_30 (1),Environment/Manmade/Reactive Jars/Jar Holder (53)/Reward/CollectableMushroom_30 (1),CollectableMushroom,202870,level6,
level6:202871,Autumn,Mushroom,CollectableMushroom_30 (1),-890.114143,1.914789,98.730436,,,,False,False,,,CollectableMushroom_30 (1),Environment/Manmade/Reactive Jars/Jar Holder (42)/Reward/CollectableMushroom_30 (1),CollectableMushroom,202871,level6,
level6:202872,Autumn,Mushroom,CollectableMushroom_30 (1),-618.026602,179.408604,141.909839,,,,False,False,,,CollectableMushroom_30 (1),Environment/Manmade/Reactive Jars/Jar Holder (50)/Reward/CollectableMushroom_30 (1),CollectableMushroom,202872,level6,
level6:202873,Autumn,Mushroom,CollectableMushroom_30 (1),-371.335175,9.793465,-239.463277,,,,False,False,,,CollectableMushroom_30 (1),Environment/Manmade/Reactive Jars/Jar Holder (7)/Reward/CollectableMushroom_30 (1),CollectableMushroom,202873,level6,
level6:202874,Autumn,Mushroom,CollectableMushroom_30 (1),-90.027109,149.010764,399.938326,,,,False,False,,,CollectableMushroom_30 (1),Environment/Manmade/Reactive Jars/Jar Holder (33)/Reward/CollectableMushroom_30 (1),CollectableMushroom,202874,level6,
level6:202875,Autumn,Mushroom,CollectableMushroom_30 (1),-867.886739,75.219859,146.998295,,,,False,False,,,CollectableMushroom_30 (1),Environment/Manmade/Reactive Jars/Jar Holder (43)/Reward/CollectableMushroom_30 (1),CollectableMushroom,202875,level6,
level6:202876,Autumn,Mushroom,CollectableMushroom_30 (1),-895.957848,152.72902,159.089351,,,,False,False,,,CollectableMushroom_30 (1),Environment/Manmade/Reactive Jars/Jar Holder (45)/Reward/CollectableMushroom_30 (1),CollectableMushroom,202876,level6,
level6:202877,Autumn,Mushroom,CollectableMushroom_30 (1),-462.767713,81.569008,411.851817,,,,False,False,,,CollectableMushroom_30 (1),Environment/Manmade/Reactive Jars/Jar Holder (57)/Reward/CollectableMushroom_30 (1),CollectableMushroom,202877,level6,
level6:202878,Autumn,Mushroom,CollectableMushroom_30 (1),-270.85102,64.824081,209.027452,,,,False,False,,,CollectableMushroom_30 (1),Environment/Manmade/Reactive Jars/Jar Holder (30)/Reward/CollectableMushroom_30 (1),CollectableMushroom,202878,level6,
level6:202879,Autumn,Mushroom,CollectableMushroom_30 (1),-148.814905,46.540224,-92.934639,,,,False,False,,,CollectableMushroom_30 (1),Environment/Manmade/Reactive Jars/Jar Holder (35)/Reward/CollectableMushroom_30 (1),CollectableMushroom,202879,level6,
level6:202880,Autumn,Mushroom,CollectableMushroom_30 (1),-578.889993,8.926088,247.392839,,,,False,False,,,CollectableMushroom_30 (1),Environment/Manmade/Reactive Jars/Jar Holder (22)/Reward/CollectableMushroom_30 (1),CollectableMushroom,202880,level6,
level6:202881,Autumn,Mushroom,CollectableMushroom_30 (1),-535.256158,10.410131,-279.855725,,,,False,False,,,CollectableMushroom_30 (1),Environment/Manmade/Reactive Jars/Jar Holder (11)/Reward/CollectableMushroom_30 (1),CollectableMushroom,202881,level6,
level6:202882,Autumn,Mushroom,CollectableMushroom_30 (1),-221.864731,6.213628,-295.497748,,,,False,False,,,CollectableMushroom_30 (1),Environment/Manmade/Reactive Jars/Jar Holder (6)/Reward/CollectableMushroom_30 (1),CollectableMushroom,202882,level6,
level6:202883,Autumn,Mushroom,CollectableMushroom_30 (1),-614.666953,254.178608,181.320115,,,,False,False,,,CollectableMushroom_30 (1),Environment/Manmade/Reactive Jars/Jar Holder (47)/Reward/CollectableMushroom_30 (1),CollectableMushroom,202883,level6,
level6:202884,Autumn,Mushroom,CollectableMushroom_30 (1),-55.333941,2.222948,-199.259003,,,,False,False,,,CollectableMushroom_30 (1),Environment/Manmade/Reactive Jars/Jar Holder (4)/Reward/CollectableMushroom_30 (1),CollectableMushroom,202884,level6,
level6:202885,Autumn,Mushroom,CollectableMushroom_30 (1),-364.754207,147.691272,-140.363275,,,,False,False,,,CollectableMushroom_30 (1),Environment/Manmade/Reactive Jars/Jar Holder (38)/Reward/CollectableMushroom_30 (1),CollectableMushroom,202885,level6,
level6:202886,Autumn,Mushroom,CollectableMushroom_30 (1),-144.261756,71.912277,139.744727,,,,False,False,,,CollectableMushroom_30 (1),Environment/Manmade/Reactive Jars/Jar Holder (31)/Reward/CollectableMushroom_30 (1),CollectableMushroom,202886,level6,
level6:202887,Autumn,Mushroom,CollectableMushroom_30 (1),-606.321202,179.128605,232.980641,,,,False,False,,,CollectableMushroom_30 (1),Environment/Manmade/Reactive Jars/Jar Holder (51)/Reward/CollectableMushroom_30 (1),CollectableMushroom,202887,level6,
level6:202888,Autumn,Mushroom,CollectableMushroom_30 (1),-656.934015,180.641942,-119.125887,,,,False,False,,,CollectableMushroom_30 (1),Environment/Manmade/Reactive Jars/Jar Holder (41)/Reward/CollectableMushroom_30 (1),CollectableMushroom,202888,level6,
level6:202889,Autumn,Mushroom,CollectableMushroom_30 (1),-67.865199,9.843181,223.780342,,,,False,False,,,CollectableMushroom_30 (1),Environment/Manmade/Reactive Jars/Jar Holder (26)/Reward/CollectableMushroom_30 (1),CollectableMushroom,202889,level6,
level6:202890,Autumn,Mushroom,CollectableMushroom_30 (1),-153.315434,12.163236,215.696868,,,,False,False,,,CollectableMushroom_30 (1),Environment/Manmade/Reactive Jars/Jar Holder (1)/Reward/CollectableMushroom_30 (1),CollectableMushroom,202890,level6,
level6:202891,Autumn,Mushroom,CollectableMushroom_30 (1),-487.421329,66.682692,474.257186,,,,False,False,,,CollectableMushroom_30 (1),Environment/Manmade/Reactive Jars/Jar Holder (55)/Reward/CollectableMushroom_30 (1),CollectableMushroom,202891,level6,
level6:202892,Autumn,Mushroom,CollectableMushroom_30 (1),-70.476912,94.729345,369.895337,,,,False,False,,,CollectableMushroom_30 (1),Environment/Manmade/Reactive Jars/Jar Holder (34)/Reward/CollectableMushroom_30 (1),CollectableMushroom,202892,level6,
level6:202893,Autumn,Mushroom,CollectableMushroom_30 (1),-691.241099,3.39325,-234.171088,,,,False,False,,,CollectableMushroom_30 (1),Environment/Manmade/Reactive Jars/Jar Holder (12)/Reward/CollectableMushroom_30 (1),CollectableMushroom,202893,level6,
level6:202894,Autumn,Mushroom,CollectableMushroom_30 (1),-697.985002,17.960391,-130.506594,,,,False,False,,,CollectableMushroom_30 (1),Environment/Manmade/Reactive Jars/Jar Holder (15)/Reward/CollectableMushroom_30 (1),CollectableMushroom,202894,level6,
level6:202895,Autumn,Mushroom,CollectableMushroom_30 (1),-531.134339,12.286252,246.552994,,,,False,False,,,CollectableMushroom_30 (1),Environment/Manmade/Reactive Jars/Jar Holder (23)/Reward/CollectableMushroom_30 (1),CollectableMushroom,202895,level6,
level6:202896,Autumn,Mushroom,CollectableMushroom_30 (1),-162.080672,121.33222,-105.426267,,,,False,False,,,CollectableMushroom_30 (1),Environment/Manmade/Reactive Jars/Jar Holder (36)/Reward/CollectableMushroom_30 (1),CollectableMushroom,202896,level6,
level6:202897,Autumn,Mushroom,CollectableMushroom_30 (1),-161.526563,21.615532,-178.165015,,,,False,False,,,CollectableMushroom_30 (1),Environment/Manmade/Reactive Jars/Jar Holder (5)/Reward/CollectableMushroom_30 (1),CollectableMushroom,202897,level6,
level6:202898,Autumn,Mushroom,CollectableMushroom_30 (1),-324.252598,2.429464,-275.002664,,,,False,False,,,CollectableMushroom_30 (1),Environment/Manmade/Reactive Jars/Jar Holder (61)/Reward/CollectableMushroom_30 (1),CollectableMushroom,202898,level6,
